AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
Karapakkam,738,166,1,1,2,AdjLand,Yes,House,All Pub,Gravel,I,3,3,2,3,305955,54392,6799000
KK Nagar,1564,6,2,1,4,Partial,No,House,All Pub,Gravel,RM,2,2,3,3,500968,100194,10019360
Karapakkam,1211,88,1,1,3,AdjLand,No,Commercial,NoSewage,Gravel,A,4,2,4,3,348705,153090,8505000
Velachery,1662,135,2,1,4,AbNormal,Yes,Commercial,NoSewage,Gravel,C,2,2,3,2,481836,147228,13384340
Velachery,1530,174,2,1,4,Partial,No,Commercial,ELO,No Access,I,4,2,2,2,401494,184470,10851180
Adyar,909,62,1,1,3,AbNormal,Yes,House,ELO,Paved,RH,3,4,2,3,274249,41553,8310590
Adyar,690,115,1,1,2,AdjLand,Yes,Others,All Pub,Paved,C,2,3,4,3,232073,22459,7486235
Chrompet,780,94,1,1,2,Normal Sale,No,House,ELO,No Access,RM,4,3,4,4,232980,42360,7060000
Chrompet,1195,43,1,1,3,AbNormal,No,House,NoSewage,Gravel,RM,2,2,3,3,285894,81684,10210500
Karapakkam,1428,37,2,2,4,Family,Yes,Commercial,NoSewage,Paved,RM,4,2,3,3,448137,237249,13180500
Adyar,746,53,1,1,2,Family,Yes,Others,ELO,No Access,C,3,4,4,3,249237,25563,6390690
Adyar,921,163,1,1,3,Normal Sale,No,Others,All Pub,No Access,I,3,2,2,2,222526,64604,7178250
Adyar,607,124,1,1,2,Partial,No,House,ELO,Gravel,C,3,4,4,4,204558,53831,5383105
Adyar,712,37,1,1,2,AbNormal,No,House,All Pub,No Access,RL,4,2,4,4,237253,13956,6978025
KK Nagar,2312,88,4,2,6,Normal Sale,No,House,NoSewage,Gravel,RM,2,3,4,3,565641,100558,12569800
Velachery,1809,174,3,2,5,Normal Sale,No,Others,NoSewage,Paved,RM,4,4,5,4,439509,202850,11269470
T Nagar,1872,16,2,1,5,Family,No,Others,ELO,Gravel,RM,3,3,4,3,385396,88938,14822920
KK Nagar,2286,46,4,2,6,AdjLand,No,Others,All Pub,Paved,RM,3,3,4,3,616544,281466,13403120
Karapakkam,1648,26,2,2,4,Normal Sale,No,House,NoSewage,No Access,A,2,4,3,3,223188,95652,5314000
Anna Nagar,1522,15,1,1,4,Family,No,Others,All Pub,No Access,RL,4,4,3,4,451796,220106,11584500
Chrompet,919,70,1,1,3,AbNormal,No,Commercial,All Pub,Gravel,RL,4,3,2,3,352572,60788,12157650
T Nagar,1858,156,2,1,5,AbNormal,Yes,House,All Pub,No Access,RH,4,4,5,4,330086,228521,12695630
Chrompet,1082,194,1,1,3,Family,Yes,Commercial,NoSewage,No Access,RL,4,3,4,3,336552,155332,12944300
Karapakkam,1338,165,2,2,4,Family,Yes,Others,NoSewage,Paved,C,4,2,3,3,280621,96002,7384750
Karapakkam,1559,59,2,2,4,Normal Sale,No,House,ELO,No Access,C,2,4,2,3,183968,74737,5749000
Karapakkam,860,165,1,1,2,Family,No,Others,ELO,Paved,RL,4,2,4,3,248593,90949,6063250
Velachery,1769,137,2,1,4,AbNormal,Yes,Others,All Pub,Gravel,A,3,2,2,2,385067,192534,9626680
Chrompet,1197,5,1,1,3,Partial,No,House,NoSewage,Gravel,RL,4,4,4,4,231828,37092,9273100
Velachery,1971,5,3,2,5,Partial,Yes,Commercial,NoSewage,No Access,RH,2,2,2,2,591269,186717,15559710
Velachery,1966,35,3,2,5,AbNormal,Yes,House,NoSewage,No Access,I,2,3,3,3,386602,115980,9665040
KK Nagar,2176,28,3,2,5,AbNormal,No,Others,NoSewage,Paved,RL,3,4,4,4,423070,235039,11751940
Karapakkam,1519,164,2,2,4,Normal Sale,No,Others,ELO,No Access,A,3,2,3,2,244503,130781,5686125
KK Nagar,1892,16,3,2,5,Partial,Yes,Others,All Pub,Paved,RL,4,3,3,3,357328,172901,11526700
Chrompet,786,75,1,1,2,Normal Sale,No,House,All Pub,No Access,RL,3,2,2,2,227726,96611,6900800
Chrompet,942,18,1,1,3,AbNormal,Yes,Others,All Pub,Gravel,RL,3,4,4,4,324193,167009,9824040
Karapakkam,1344,151,2,2,4,AbNormal,Yes,House,NoSewage,Gravel,I,3,4,3,3,376238,173069,7524750
Karapakkam,943,198,1,1,3,Normal Sale,Yes,Others,NoSewage,Gravel,I,2,3,4,3,220166,127838,7102125
Chrompet,1098,62,1,1,3,Normal Sale,No,House,NoSewage,Gravel,RL,4,4,4,4,240345,62312,8901650
Karapakkam,1190,77,1,1,3,Family,No,House,ELO,Gravel,I,3,3,3,3,253490,90997,6499750
Velachery,1590,106,2,1,4,Partial,Yes,House,NoSewage,Gravel,RH,2,3,3,3,385489,115647,9637220
Karapakkam,1040,142,1,1,3,Normal Sale,Yes,Commercial,ELO,Gravel,I,3,4,2,3,296577,200907,9567000
KK Nagar,1524,61,2,1,4,AdjLand,No,Others,All Pub,Gravel,RH,4,3,3,3,454969,197812,9890620
Chrompet,1132,106,1,1,3,AbNormal,Yes,House,NoSewage,No Access,RH,4,2,3,3,217278,83569,8356850
Anna Nagar,1699,185,1,1,4,AbNormal,Yes,Commercial,ELO,Gravel,RH,4,2,4,3,752593,366648,19297260
Chrompet,1204,47,2,1,4,Normal Sale,Yes,Others,NoSewage,Paved,RH,2,4,2,3,333184,171640,10096480
Adyar,1003,147,1,1,3,AdjLand,No,Commercial,All Pub,Gravel,RL,4,2,2,3,479836,27419,13709595
Anna Nagar,1610,182,1,1,4,AbNormal,Yes,House,ELO,Gravel,RL,2,4,4,3,445133,197837,12364800
Velachery,1869,36,3,2,5,AdjLand,No,House,ELO,Paved,C,3,2,4,3,250314,145343,8074630
Anna Nagar,1676,103,1,1,4,Partial,Yes,Commercial,NoSewage,Paved,RM,4,3,4,4,669970,223323,20302130
Adyar,929,91,1,1,3,AdjLand,Yes,House,NoSewage,No Access,RM,3,3,3,3,313330,56969,9494835
Karapakkam,1265,108,1,1,3,Normal Sale,No,Others,NoSewage,Gravel,RM,2,3,2,2,448531,206324,8970625
T Nagar,1585,199,1,1,4,AbNormal,No,Commercial,ELO,Paved,RL,2,3,2,2,684691,210674,17556170
Chrompet,729,142,1,1,2,Normal Sale,No,Commercial,NoSewage,No Access,RM,4,2,5,3,305672,49302,9860400
T Nagar,1882,180,2,1,5,Family,No,House,All Pub,No Access,RL,2,2,4,3,318133,85651,12235870
Adyar,912,181,1,1,3,Partial,Yes,Commercial,NoSewage,No Access,A,4,4,2,3,345959,93502,9350240
KK Nagar,2147,23,3,2,5,Normal Sale,No,Commercial,NoSewage,Paved,RM,3,3,2,3,790306,326431,17180560
Chrompet,898,130,1,1,3,AbNormal,Yes,Commercial,NoSewage,Gravel,RM,3,3,3,3,335577,51627,12906800
Velachery,1979,16,3,2,5,Family,Yes,Commercial,ELO,No Access,RH,5,3,4,4,510899,191587,15965590
Karapakkam,1398,133,2,2,4,Normal Sale,No,House,NoSewage,Paved,RL,2,2,4,3,245627,141422,7443250
Karapakkam,942,32,1,1,3,AbNormal,Yes,House,All Pub,Paved,C,2,4,3,3,229905,112005,5895000
Karapakkam,1504,182,2,2,4,Partial,No,House,ELO,Paved,RM,3,3,3,3,306852,149492,7868000
Chrompet,821,22,1,1,3,AdjLand,Yes,House,NoSewage,Gravel,RH,2,2,3,2,217694,148032,8707750
Adyar,1045,76,1,1,3,Family,No,Commercial,ELO,Paved,I,2,3,3,2,339894,22660,11329800
Chrompet,1149,64,1,1,3,Normal Sale,No,House,All Pub,Paved,RH,2,4,4,4,232917,58229,8318450
Anna Nagar,1666,140,1,1,4,Partial,Yes,Others,NoSewage,Gravel,RH,2,4,3,3,416307,143105,13009590
Karapakkam,1210,66,1,1,3,Partial,Yes,Others,All Pub,Gravel,RH,4,3,2,3,266664,99999,8333250
Velachery,1523,83,2,1,4,Partial,Yes,Others,ELO,Paved,C,2,4,3,3,306988,153494,8078620
Chrompet,891,95,1,1,3,Partial,No,Commercial,NoSewage,No Access,RM,4,4,4,4,277533,170790,10674350
T Nagar,1955,137,2,1,5,Partial,Yes,Commercial,All Pub,Gravel,RL,4,3,2,3,713685,111513,22302670
Chrompet,1191,54,1,1,3,AdjLand,No,Others,All Pub,Gravel,RL,3,3,3,3,300975,53746,10749120
KK Nagar,1641,144,2,1,4,AbNormal,No,Others,All Pub,Paved,RH,4,2,2,3,373430,172352,9575120
Chrompet,740,17,1,1,2,AbNormal,Yes,House,NoSewage,Gravel,RH,3,3,2,3,210714,97832,7525500
Velachery,1588,3,2,1,4,AbNormal,No,Commercial,All Pub,Paved,A,4,3,4,4,364334,239094,11385450
Karapakkam,1272,26,1,1,3,Partial,Yes,Others,NoSewage,Paved,I,3,5,2,3,339480,82984,7544000
Chrompet,879,156,1,1,3,Normal Sale,No,Commercial,NoSewage,Gravel,RM,2,4,4,3,304435,109597,12177400
Chrompet,1228,100,2,1,4,AbNormal,No,Others,ELO,Gravel,RL,5,2,4,3,271920,40284,10071110
Karapakkam,946,165,1,1,3,AdjLand,No,Commercial,ELO,No Access,RH,4,2,2,2,348579,95067,7922250
Karapakkam,867,147,1,1,2,AbNormal,Yes,Commercial,NoSewage,Gravel,C,3,4,3,3,269194,107678,7691250
Velachery,1932,10,3,2,5,AbNormal,Yes,House,All Pub,No Access,A,2,2,2,2,301611,54135,7733620
Velachery,1617,82,2,1,4,Normal Sale,No,Commercial,All Pub,No Access,RL,3,3,3,3,416472,169192,13014740
KK Nagar,2179,37,3,2,5,Normal Sale,Yes,Commercial,NoSewage,Paved,RM,4,2,2,3,647002,258801,18485760
Karapakkam,1040,107,1,1,3,Partial,Yes,House,NoSewage,No Access,A,4,4,4,4,204137,62129,4437750
Karapakkam,950,41,1,1,3,Normal Sale,Yes,Commercial,NoSewage,Gravel,A,3,2,3,3,362138,96570,8047500
Karapakkam,1354,72,2,2,4,AdjLand,No,House,NoSewage,No Access,C,3,2,4,3,210381,123150,5131250
Velachery,1739,57,2,1,4,Partial,No,Commercial,NoSewage,Paved,A,4,2,3,3,363636,234604,11730190
Adyar,935,170,1,1,3,Family,No,Commercial,NoSewage,No Access,RM,2,5,2,2,420446,81753,11679050
Karapakkam,1484,122,2,2,4,Partial,Yes,Others,NoSewage,Paved,A,4,3,4,4,278421,88280,6790750
KK Nagar,2182,179,3,2,5,Family,No,Others,NoSewage,Gravel,RL,3,2,3,3,541630,270815,11774560
Anna Nagar,1711,27,1,1,4,Family,No,Others,NoSewage,No Access,RH,4,2,2,3,391812,138286,11523870
Chrompet,886,184,1,1,3,Partial,No,Others,ELO,Paved,RH,2,2,2,2,229575,34784,6956820
Velachery,1760,161,2,1,4,AdjLand,Yes,Commercial,All Pub,Gravel,RL,2,4,3,3,498493,199397,16616430
Chrompet,1283,191,2,1,4,Family,Yes,House,All Pub,No Access,RL,4,4,2,3,249776,76854,9606750
Karapakkam,1155,189,1,1,3,Partial,No,House,All Pub,No Access,RL,4,3,2,3,306263,49002,6125250
Karapakkam,752,154,1,1,2,AbNormal,Yes,House,NoSewage,Paved,I,3,4,2,3,197447,81302,5807250
KK Nagar,1888,91,3,2,5,Partial,Yes,House,All Pub,Gravel,RM,2,5,2,3,507651,129864,11805840
Chrompet,1211,78,2,1,4,Family,No,Commercial,NoSewage,Gravel,RH,2,2,2,2,384589,92832,13261700
Karapakkam,1248,78,1,1,3,Normal Sale,Yes,Others,All Pub,No Access,A,2,2,4,3,182728,131336,5710250
KK Nagar,1892,137,3,2,5,Normal Sale,Yes,Commercial,NoSewage,Paved,RM,2,4,5,3,780507,373286,16967540
Adyar,1030,52,1,1,3,AbNormal,No,House,All Pub,No Access,A,5,3,3,3,189529,45947,5743315
Chrompet,1254,109,2,1,4,Family,No,Others,NoSewage,No Access,RL,2,2,2,2,272860,54572,9095330
KK Nagar,1762,86,2,1,4,AdjLand,No,Commercial,All Pub,Gravel,RH,4,2,4,3,622716,326185,14826580
Karapakkam,1622,19,2,2,4,Family,No,Commercial,All Pub,No Access,RH,2,4,3,3,446750,279219,11168750
Chrompet,951,128,1,1,3,Family,No,Commercial,NoSewage,No Access,RM,5,5,2,4,337941,33794,11264700
Anna Nagar,1981,126,2,1,5,Family,No,Commercial,NoSewage,No Access,RL,2,2,4,3,745098,310458,20697180
Karapakkam,1628,179,2,2,4,Normal Sale,No,House,ELO,No Access,C,3,2,3,2,228314,132182,6008250
Chrompet,797,144,1,1,2,Normal Sale,No,House,ELO,No Access,RM,4,5,2,4,200000,64286,7142850
Karapakkam,1587,117,2,2,4,Normal Sale,Yes,Commercial,NoSewage,No Access,I,4,4,2,3,495792,247896,11268000
Chrompet,1081,165,1,1,3,Family,No,Commercial,NoSewage,No Access,RH,3,2,4,3,282974,101871,11318950
Anna Nagar,1895,162,2,1,5,Family,Yes,Others,NoSewage,Paved,RH,2,3,3,3,574339,272811,14358470
Chrompet,973,112,1,1,3,Normal Sale,Yes,Commercial,NoSewage,Gravel,RH,3,4,3,3,328693,97390,12173800
Chrompet,844,51,1,1,3,AbNormal,Yes,House,NoSewage,Gravel,RL,4,4,2,3,232986,93195,9319450
Chrompet,965,172,1,1,3,Normal Sale,No,House,NoSewage,No Access,RH,4,2,4,3,197940,85774,6598000
Velachery,1742,63,2,1,4,Family,No,Others,NoSewage,Gravel,A,2,3,3,3,341584,59777,8539610
KK Nagar,1304,68,1,1,3,AdjLand,Yes,Others,NoSewage,Paved,RM,3,4,3,3,485099,161700,10779980
T Nagar,1510,102,1,1,4,Partial,No,House,ELO,Paved,RM,4,2,4,3,426395,157093,11220930
T Nagar,1888,34,2,1,5,AbNormal,Yes,Commercial,NoSewage,No Access,RL,2,4,3,3,840592,399281,21014810
Anna Nagar,1540,125,1,1,4,Partial,Yes,Commercial,NoSewage,Paved,RM,4,2,3,3,746576,95715,19142980
Karapakkam,1023,154,1,1,3,Partial,Yes,Others,NoSewage,Gravel,I,2,3,3,3,343588,87725,7310375
Karapakkam,798,116,1,1,2,Partial,No,Commercial,All Pub,Gravel,I,3,4,3,3,337793,82572,7506500
Anna Nagar,1624,140,1,1,4,Normal Sale,Yes,House,NoSewage,Gravel,RL,2,3,4,3,353677,183388,13099130
KK Nagar,1612,96,2,1,4,Family,No,House,All Pub,Paved,RH,2,3,2,2,412788,111797,8599740
T Nagar,1723,8,1,1,4,AdjLand,Yes,Others,NoSewage,Paved,RL,2,4,3,3,533091,224460,14028720
Chrompet,950,24,1,1,3,Partial,Yes,Commercial,All Pub,No Access,RL,3,4,4,4,379944,118733,11873250
T Nagar,1919,50,2,1,5,AbNormal,Yes,Commercial,NoSewage,No Access,RH,3,4,4,3,655886,184468,20496430
T Nagar,1528,163,1,1,4,AbNormal,Yes,Others,NoSewage,Gravel,RM,2,3,3,3,454504,213049,14203260
Karapakkam,1081,112,1,1,3,AbNormal,Yes,House,All Pub,Paved,C,2,4,3,3,279192,112865,5940250
Chrompet,1002,171,1,1,3,Partial,Yes,Others,NoSewage,Gravel,RL,2,3,3,3,317199,51161,10232240
Chrompet,937,137,1,1,3,Family,No,House,NoSewage,Gravel,RM,2,3,3,3,280153,99409,9037200
KK Nagar,2372,164,4,2,6,AdjLand,Yes,House,All Pub,Gravel,RM,2,3,2,2,581744,235468,13851040
Chrompet,1237,19,2,1,4,Family,No,Commercial,NoSewage,Paved,RH,3,4,3,3,413270,106650,13331300
Chrompet,1242,176,2,1,4,Partial,No,Commercial,NoSewage,No Access,RM,4,4,3,3,389115,194557,13896950
Velachery,1700,126,2,1,4,AdjLand,Yes,House,NoSewage,No Access,A,4,3,2,3,278399,80589,7326290
KK Nagar,2422,150,4,2,6,AdjLand,No,House,NoSewage,Gravel,RL,4,4,3,4,463717,175461,12532900
Chrompet,801,159,1,1,3,AbNormal,No,House,ELO,Gravel,RL,4,2,3,3,192018,59082,7385300
Velachery,1503,58,2,1,4,AbNormal,No,Commercial,ELO,No Access,I,3,2,4,3,333850,161541,10769370
Anna Nagar,1549,173,1,1,4,AbNormal,Yes,Commercial,ELO,No Access,RM,3,2,4,3,685681,148255,18531930
Adyar,606,72,1,1,2,Family,Yes,Commercial,NoSewage,Paved,I,4,3,3,4,258160,120475,8605340
Chrompet,1277,38,2,1,4,AbNormal,Yes,House,All Pub,Paved,RL,4,2,4,3,324803,60901,10150100
Chrompet,791,3,1,1,2,Normal Sale,No,Commercial,ELO,Paved,RH,4,3,2,3,276228,114301,9525100
T Nagar,1878,143,2,1,5,Normal Sale,No,Commercial,All Pub,No Access,RM,2,2,4,3,704977,165877,20734630
Karapakkam,806,195,1,1,2,AdjLand,No,Others,All Pub,Paved,RM,3,2,2,2,216323,173058,7210750
T Nagar,1543,71,1,1,4,Partial,Yes,Commercial,NoSewage,Gravel,RM,3,5,2,3,706087,95417,19083430
KK Nagar,1363,34,2,1,4,Family,Yes,Commercial,NoSewage,Paved,RH,3,4,2,3,565740,113148,12572000
T Nagar,1584,184,1,1,4,Partial,No,Others,NoSewage,No Access,RH,3,4,3,3,279331,122905,11173220
Anna Nagar,1794,49,1,1,4,AdjLand,Yes,Commercial,ELO,Paved,RL,2,4,2,2,816678,293166,20940460
Karapakkam,704,128,1,1,2,AdjLand,Yes,House,All Pub,No Access,RM,4,2,2,3,264689,146276,6965500
Anna Nagar,1531,24,1,1,4,AdjLand,No,Others,NoSewage,No Access,RL,4,3,2,3,306275,58899,11779810
Chrompet,1003,47,1,1,3,AbNormal,Yes,Others,NoSewage,No Access,RM,4,3,3,3,303121,107559,9778110
Chrompet,1010,139,1,1,3,AbNormal,Yes,House,NoSewage,Paved,RM,3,2,2,2,263871,107503,9773000
Anna Nagar,1794,10,1,1,4,Partial,Yes,House,All Pub,Paved,RH,4,2,5,4,316341,177151,12653630
KK Nagar,1756,155,2,1,4,Normal Sale,No,Others,NoSewage,Paved,RM,3,3,4,3,361447,223247,10630800
Adyar,1188,47,1,1,3,Family,Yes,Commercial,NoSewage,Gravel,I,4,2,4,3,425899,28393,14196640
Chrompet,1164,192,1,1,3,AbNormal,No,Commercial,NoSewage,Paved,RL,2,4,4,3,424830,154484,12873650
T Nagar,1851,181,2,1,5,Normal Sale,Yes,Others,All Pub,No Access,RH,4,2,4,3,383564,164385,13698720
Chrompet,1176,13,1,1,3,AbNormal,Yes,Others,NoSewage,Gravel,RL,3,2,3,2,315560,174102,10881370
KK Nagar,1503,114,2,1,4,AbNormal,Yes,Others,All Pub,Gravel,RL,3,4,3,4,566388,260538,11327760
Karapakkam,1621,162,2,2,4,Partial,Yes,Others,All Pub,Paved,I,4,2,3,3,435739,186745,8892625
Karapakkam,883,151,1,1,2,Normal Sale,No,Others,NoSewage,Gravel,A,3,4,4,4,222547,85984,5057875
Chrompet,1257,117,2,1,4,Family,Yes,House,NoSewage,Paved,RH,3,4,4,4,312904,66374,9481950
Karapakkam,552,62,1,1,2,Family,Yes,Others,NoSewage,Gravel,C,3,3,4,4,173259,54453,4950250
Anna Nagar,1803,117,2,1,5,Partial,Yes,Others,NoSewage,No Access,RH,4,3,3,3,454787,233890,12993900
Karapakkam,721,75,1,1,2,AbNormal,Yes,Commercial,ELO,Paved,A,4,4,3,4,238770,129065,6453250
Velachery,1573,177,2,1,4,Family,No,Others,ELO,No Access,RL,3,2,3,2,290530,59815,8545010
Chrompet,723,129,1,1,2,Normal Sale,Yes,House,ELO,Paved,RM,4,4,2,3,261770,130885,8725650
Chrompet,1148,175,1,1,3,Family,No,Others,All Pub,Gravel,RM,3,2,3,3,313113,41748,10437110
KK Nagar,1513,84,2,1,4,Partial,No,Others,NoSewage,Gravel,RL,2,2,4,3,418322,171132,9507320
Chrompet,951,149,1,1,3,Normal Sale,No,House,NoSewage,Paved,RL,2,4,4,3,251610,31451,7862800
KK Nagar,2449,190,4,2,6,Partial,No,Others,NoSewage,Gravel,RH,3,2,2,2,543793,205433,12084280
T Nagar,1597,62,1,1,4,Normal Sale,Yes,Others,ELO,Paved,RH,2,4,2,3,427361,75417,12569440
Karapakkam,1058,200,1,1,3,Partial,No,Commercial,All Pub,No Access,C,4,3,3,3,301892,70208,7020750
Karapakkam,1438,34,2,2,4,Partial,Yes,House,NoSewage,Gravel,A,4,3,4,3,195165,162638,6505500
Karapakkam,1616,116,2,2,4,Normal Sale,No,House,NoSewage,Paved,A,3,3,4,3,291463,116585,5829250
Adyar,632,99,1,1,2,AbNormal,Yes,Commercial,All Pub,Gravel,RM,4,2,4,3,410190,164076,11719720
Chrompet,953,32,1,1,3,AdjLand,No,House,NoSewage,Gravel,RL,2,3,3,3,290436,52807,8801100
KK Nagar,1714,128,2,1,4,AbNormal,No,House,NoSewage,Paved,RL,2,3,4,3,284110,75763,9470340
KK Nagar,1334,99,2,1,4,Partial,No,Commercial,All Pub,Paved,RL,2,2,3,2,472549,129951,11813720
Anna Nagar,1770,49,1,1,4,Family,No,Commercial,NoSewage,Paved,RM,2,3,4,3,575501,377053,19844870
Karapakkam,1098,41,1,1,3,AbNormal,Yes,House,ELO,Gravel,C,3,2,4,3,310320,129300,6465000
Chrompet,1010,125,1,1,3,Family,No,House,ELO,Gravel,RM,3,4,3,4,239391,147318,9207350
Karapakkam,1195,80,1,1,3,Normal Sale,No,Commercial,NoSewage,Gravel,RL,2,3,4,3,356252,151137,10795500
Adyar,624,59,1,1,2,Partial,No,House,NoSewage,Paved,I,2,4,2,2,161340,5378,5378000
Chrompet,1272,85,2,1,4,Normal Sale,No,Others,NoSewage,Paved,RL,3,2,2,2,250754,30090,10030140
KK Nagar,1324,173,1,1,3,Family,No,House,NoSewage,Gravel,RM,2,2,3,2,402181,182810,9140480
KK Nagar,2424,156,4,2,6,Normal Sale,Yes,Commercial,NoSewage,Paved,RH,3,4,3,3,582700,469920,18796780
KK Nagar,1438,143,2,1,4,AbNormal,Yes,Commercial,NoSewage,Paved,RL,2,3,3,3,430218,282331,13444320
Adyar,701,136,1,1,2,Normal Sale,Yes,Commercial,NoSewage,Paved,RM,3,3,3,3,364711,82354,11764865
Chrompet,1236,42,2,1,4,AdjLand,Yes,Others,NoSewage,Paved,RL,2,4,5,4,370937,168608,11240520
Velachery,1744,126,2,1,4,Family,Yes,Others,ELO,No Access,A,2,4,2,3,253116,53691,7670180
Chrompet,1078,31,1,1,3,Family,Yes,Others,ELO,No Access,RH,4,3,2,3,217690,66982,8372710
Chrompet,901,183,1,1,3,AbNormal,Yes,House,All Pub,Gravel,RL,3,2,4,3,303722,113896,9491300
Velachery,1669,168,2,1,4,Partial,Yes,Commercial,ELO,Gravel,I,3,4,3,3,484846,124675,13852750
Adyar,1073,146,1,1,3,Normal Sale,No,Others,ELO,No Access,RM,2,4,3,3,314725,123983,9537120
Karapakkam,1273,36,1,1,3,Family,No,Commercial,All Pub,Paved,RM,4,2,2,2,485144,88208,11026000
Adyar,1235,98,2,2,4,Normal Sale,No,Commercial,ELO,Gravel,C,2,3,3,2,421062,39475,13158180
Karapakkam,1400,104,2,2,4,AdjLand,No,Others,NoSewage,Paved,C,3,4,2,3,309788,111524,6195750
Anna Nagar,1598,104,1,1,4,Partial,Yes,Others,NoSewage,No Access,RH,4,2,4,3,320613,68703,11450470
Anna Nagar,1819,63,2,1,5,Normal Sale,No,House,NoSewage,Gravel,RM,4,4,3,3,495469,206445,13763020
Adyar,902,99,1,1,3,Family,No,Commercial,NoSewage,Paved,RM,4,3,3,3,436790,36399,12133045
Adyar,795,155,1,1,2,AdjLand,Yes,Others,All Pub,Gravel,RL,2,4,4,4,338440,59725,9954125
KK Nagar,1763,175,2,1,4,Family,Yes,Commercial,All Pub,Gravel,RH,4,3,4,4,582511,168622,15329240
Velachery,1848,157,3,2,5,Partial,No,Commercial,All Pub,Paved,I,3,2,3,2,491146,187791,14445470
Chrompet,1288,159,2,1,4,Normal Sale,Yes,Commercial,NoSewage,Paved,RM,5,2,2,3,489197,126244,15780550
Velachery,1615,53,2,1,4,Normal Sale,Yes,House,NoSewage,Paved,RL,3,4,3,3,386554,213622,10172480
Chrompet,1026,92,1,1,3,Normal Sale,Yes,Commercial,All Pub,Gravel,RL,2,2,2,2,388783,180506,13885100
Velachery,1598,88,2,1,4,Family,Yes,Commercial,ELO,No Access,A,2,3,3,3,458722,82335,11762090
Velachery,1896,123,3,2,5,Normal Sale,Yes,House,All Pub,Gravel,A,2,2,2,2,344677,93156,9315600
KK Nagar,2276,175,4,2,6,AdjLand,No,Others,All Pub,Gravel,RL,3,4,2,3,528878,198329,13221960
KK Nagar,2407,43,4,2,6,Partial,No,Commercial,NoSewage,Paved,RH,3,3,4,3,547192,427494,17099760
Chrompet,1083,116,1,1,3,Partial,No,Others,NoSewage,Gravel,RM,3,2,4,3,271403,67851,9692960
Chrompet,728,15,1,1,2,Family,Yes,House,NoSewage,No Access,RM,3,4,4,4,190963,99301,7638500
T Nagar,1894,195,2,1,5,Normal Sale,No,House,NoSewage,No Access,RL,4,2,3,3,438931,130493,11863010
Anna Nagar,1595,39,1,1,4,Family,Yes,House,ELO,Paved,RH,4,3,2,3,315355,221917,11679830
Chrompet,1274,57,2,1,4,Normal Sale,No,Commercial,NoSewage,Gravel,RL,2,2,3,2,470395,242325,14254400
Anna Nagar,1760,17,1,1,4,Family,No,House,NoSewage,Gravel,RL,4,2,2,3,320022,184628,12308520
Adyar,969,104,1,1,3,AbNormal,Yes,Commercial,NoSewage,No Access,I,2,4,2,3,401660,78101,11157225
Velachery,1652,138,2,1,4,Partial,Yes,House,NoSewage,Gravel,RH,4,3,3,3,283919,160887,9463960
Karapakkam,1211,75,1,1,3,Partial,No,Others,NoSewage,Paved,RL,4,3,5,4,262198,59931,7491375
Chrompet,958,36,1,1,3,Family,Yes,Commercial,NoSewage,No Access,RM,3,3,4,3,321585,218678,12863400
Chrompet,818,59,1,1,3,Family,Yes,House,ELO,Gravel,RH,3,4,2,3,216743,64220,8027500
Adyar,958,120,1,1,3,Family,Yes,Commercial,ELO,Gravel,A,2,4,4,3,437647,33665,11221720
Chrompet,1091,42,1,1,3,Normal Sale,Yes,Commercial,All Pub,Gravel,RM,3,4,4,4,476603,148939,14893850
Chrompet,1066,107,1,1,3,Partial,Yes,House,All Pub,Gravel,RL,4,3,2,3,248880,143585,9572300
KK Nagar,2371,72,4,2,6,Normal Sale,No,House,NoSewage,Paved,RH,4,3,2,3,523170,156951,10463400
Karapakkam,1451,145,2,2,4,AbNormal,Yes,Commercial,NoSewage,No Access,I,4,3,4,4,366625,261875,10475000
Anna Nagar,1985,129,2,1,5,Family,No,Commercial,NoSewage,Paved,RM,4,3,3,3,812872,109848,21969520
Velachery,1853,17,3,2,5,AdjLand,Yes,Commercial,NoSewage,Paved,RL,4,2,4,3,595813,115852,16550350
Velachery,1841,106,3,2,5,Family,No,House,ELO,Gravel,RL,3,2,3,3,296135,197423,9871170
Anna Nagar,1767,34,1,1,4,Normal Sale,Yes,Commercial,All Pub,Gravel,RH,4,4,3,4,711588,365960,20331090
Chrompet,1147,159,1,1,3,Normal Sale,Yes,House,NoSewage,Gravel,RH,3,4,4,4,308619,46761,9352100
Chrompet,1232,186,2,1,4,Normal Sale,No,House,NoSewage,No Access,RL,2,4,3,3,214703,120233,8588100
Chrompet,1264,96,2,1,4,AbNormal,No,Others,NoSewage,Paved,RM,3,3,2,2,318228,92389,10265430
Karapakkam,898,161,1,1,3,Normal Sale,Yes,Commercial,NoSewage,Gravel,RH,5,4,4,4,406404,236281,9451250
Chrompet,743,14,1,1,2,Partial,Yes,Others,NoSewage,No Access,RM,3,4,4,4,208277,56075,8010660
Chrompet,1064,120,1,1,3,Partial,Yes,Others,ELO,Gravel,RL,4,2,4,3,308634,69692,9955930
